,Provider,PotentialFraud,statecount_uniq,major_state,county_uniq,major_county,sum_IPAnnualReimbursementAmt,mean_IPAnnualReimbursementAmt,max_IPAnnualReimbursementAmt,sum_IPAnnualDeductibleAmtdf,mean_IPAnnualDeductibleAmt,max_IPAnnualDeductibleAmt
4170,PRV56219,No,3,42,9,70,1069180,3859.85559566787,47120,101052,364.8086642599278,6136
4171,PRV56220,No,1,42,7,170,24620,1641.3333333333333,7000,5340,356.0,1068
4172,PRV56221,No,15,42,30,60,879370,2883.1803278688526,58000,117510,385.27868852459017,5340
4173,PRV56222,No,3,42,10,370,280690,2779.108910891089,21500,39516,391.2475247524753,2136
4174,PRV56224,No,5,42,24,150,348130,3136.3063063063064,32600,38448,346.3783783783784,2136
4175,PRV56225,Yes,2,42,12,220,3597240,6117.755102040816,83400,294476,500.8095238095238,8136
4176,PRV56227,No,2,42,7,280,179400,6900.0,53400,13884,534.0,2136
4177,PRV56228,No,9,42,19,60,394190,1504.5419847328244,39470,60808,232.0916030534351,4272
4178,PRV56229,No,2,42,4,150,32000,2461.5384615384614,12000,4272,328.61538461538464,1068
4179,PRV56231,Yes,2,42,24,390,1257680,4658.074074074074,76000,144680,535.8518518518518,5340
4180,PRV56232,No,6,42,13,840,176880,5053.714285714285,37400,27360,781.7142857142857,8136
4181,PRV56233,No,1,42,4,150,418870,4274.183673469388,37140,43788,446.81632653061223,2136
4182,PRV56234,No,5,42,15,170,350390,5005.571428571428,37140,33108,472.9714285714286,3204
4183,PRV56235,No,5,34,17,890,1287860,7531.3450292397665,117600,110468,646.0116959064327,5340
4184,PRV56236,No,6,42,19,90,279950,7776.388888888889,48820,53244,1479.0,20136
4185,PRV56237,No,4,42,9,210,1069100,5399.49494949495,61200,122664,619.5151515151515,20136
4186,PRV56238,No,2,34,6,220,267860,8640.645161290322,53400,22428,723.483870967742,3204
4187,PRV56239,No,1,42,7,240,272460,2179.68,46130,41312,330.496,2136
4188,PRV56241,No,7,42,20,170,486560,3475.4285714285716,36700,60308,430.77142857142854,3204
4189,PRV56242,No,1,42,5,380,807610,5938.308823529412,52000,66876,491.7352941176471,3136
4190,PRV56243,No,20,42,63,250,4117070,4529.229922992299,108000,462768,509.09570957095707,6204
4191,PRV56245,No,1,42,6,50,440830,5800.394736842105,64200,26700,351.3157894736842,2136
4192,PRV56247,No,2,42,6,230,131680,5064.615384615385,72760,10544,405.53846153846155,3068
4193,PRV56248,No,6,42,33,310,4523670,4843.329764453962,76000,567080,607.152034261242,20136
4194,PRV56249,Yes,7,42,45,390,4774530,4301.378378378378,76000,521308,469.64684684684687,20136
4195,PRV56251,No,3,42,3,340,81470,2715.6666666666665,50120,7476,249.2,4272
4196,PRV56252,No,3,42,8,310,37600,2088.8888888888887,14600,5340,296.6666666666667,2136
4197,PRV56253,Yes,2,42,27,390,1873800,6025.08038585209,76000,205040,659.2926045016077,14136
4198,PRV56255,No,2,42,9,150,302570,2966.372549019608,38000,33408,327.52941176470586,2136
4199,PRV56256,No,3,42,7,90,284940,5180.727272727273,31000,39040,709.8181818181819,6068
4200,PRV56257,Yes,3,42,11,280,393680,7570.7692307692305,45000,45788,880.5384615384615,6272
4201,PRV56258,No,4,10,17,120,191920,2741.714285714286,57000,27232,389.0285714285714,4204
4202,PRV56259,Yes,15,42,36,410,993810,5070.459183673469,83400,102828,524.6326530612245,3504
4203,PRV56260,No,3,42,7,220,1014750,17199.15254237288,83400,109256,1851.7966101694915,8136
4204,PRV56261,No,3,42,7,160,202030,2927.9710144927535,61400,19224,278.60869565217394,2136
4205,PRV56262,No,1,42,5,30,57000,3800.0,21000,7476,498.4,2136
4206,PRV56263,No,2,42,7,150,52800,2933.3333333333335,13000,9912,550.6666666666666,1368
4207,PRV56264,No,4,42,11,370,338510,6637.450980392156,64600,42720,837.6470588235294,4272
4208,PRV56265,No,1,42,6,430,764800,6069.841269841269,42180,69420,550.952380952381,2136
4209,PRV56266,No,5,42,8,330,61920,2064.0,21200,8544,284.8,2136
4210,PRV56267,No,1,42,2,90,0,0.0,0,0,0.0,0
4211,PRV56268,Yes,20,34,62,330,5705170,5125.938903863432,102000,607768,546.062893081761,8068
4212,PRV56269,No,2,42,3,410,174380,10257.64705882353,43000,20292,1193.6470588235295,3204
4213,PRV56270,No,3,42,15,220,4733730,4538.571428571428,83400,435064,417.1275167785235,5340
4214,PRV56271,No,4,42,9,60,124450,1338.1720430107528,25900,11748,126.3225806451613,2136
4215,PRV56272,No,1,42,1,440,117380,5335.454545454545,21200,12816,582.5454545454545,2136
4216,PRV56274,No,1,42,4,230,30600,3825.0,14000,5340,667.5,2136
4217,PRV56275,No,1,42,5,20,93480,1168.5,24000,18020,225.25,2068
4218,PRV56276,No,1,42,3,400,37260,5322.857142857143,37260,2136,305.14285714285717,2136
4219,PRV56277,No,1,42,2,120,93060,4897.894736842105,45000,8544,449.6842105263158,1068
4220,PRV56278,No,1,42,2,340,73780,2732.5925925925926,45000,6408,237.33333333333334,1068
4221,PRV56279,No,2,34,3,820,178200,3362.264150943396,45000,19224,362.7169811320755,2136
4222,PRV56280,No,1,42,6,150,234200,6005.128205128205,45000,18156,465.53846153846155,2136
4223,PRV56281,No,1,42,2,120,446000,8259.25925925926,45000,25632,474.6666666666667,1068
4224,PRV56282,No,1,34,1,770,12600,3150.0,8600,5204,1301.0,4136
4225,PRV56283,No,1,42,2,120,49000,16333.333333333334,45000,2136,712.0,1068
4226,PRV56284,No,1,42,4,300,319750,4772.388059701492,37140,39516,589.7910447761194,2136
4227,PRV56285,No,2,42,5,200,308890,23760.76923076923,69000,26700,2053.846153846154,3204
4228,PRV56286,No,1,42,1,390,23000,23000.0,23000,1068,1068.0,1068
4229,PRV56287,No,1,42,4,220,412730,3857.2897196261683,54000,41652,389.2710280373832,2136
4230,PRV56288,No,1,42,2,220,45000,22500.0,28000,4272,2136.0,2136
4231,PRV56289,No,1,42,3,30,42000,8400.0,13000,7476,1495.2,2136
4232,PRV56290,No,1,42,2,200,260030,11305.652173913044,69000,16020,696.5217391304348,3204
4233,PRV56291,No,1,42,1,200,86080,2391.1111111111113,34540,6408,178.0,2136
4234,PRV56293,No,1,42,2,250,0,0.0,0,0,0.0,0
4235,PRV56295,No,1,42,1,250,73540,18385.0,55100,2136,534.0,1068
4236,PRV56297,No,1,42,1,450,95460,3409.285714285714,25000,14952,534.0,3204
4237,PRV56299,No,1,42,1,310,20400,4080.0,20400,5340,1068.0,5340
4238,PRV56300,No,1,42,2,190,4600,575.0,4600,1068,133.5,1068
4239,PRV56301,No,1,42,1,210,4000,1333.3333333333333,4000,1068,356.0,1068
4240,PRV56302,No,1,42,1,390,5200,1300.0,5200,1068,267.0,1068
4241,PRV56303,No,1,42,2,60,0,0.0,0,0,0.0,0
4242,PRV56304,No,1,42,1,200,79160,5277.333333333333,34540,6408,427.2,2136
4243,PRV56305,No,1,42,1,110,244800,8441.379310344828,57200,17088,589.2413793103449,3204
4244,PRV56306,No,1,42,1,350,17000,2428.5714285714284,5000,4272,610.2857142857143,1068
4245,PRV56307,No,2,34,3,400,106600,8883.333333333334,48000,5340,445.0,1068
4246,PRV56308,No,1,42,2,420,30050,2003.3333333333333,25050,3204,213.6,2136
4247,PRV56309,No,1,42,1,390,15000,5000.0,15000,3204,1068.0,3204
4248,PRV56310,No,1,42,1,420,6000,6000.0,6000,1068,1068.0,1068
4249,PRV56311,No,1,42,1,160,37000,1947.3684210526317,22000,4272,224.8421052631579,1068
4250,PRV56313,No,1,42,1,310,28720,9573.333333333334,17480,3204,1068.0,2136
4251,PRV56314,No,1,42,2,150,28000,3500.0,12000,3204,400.5,1068
4252,PRV56316,No,1,42,1,200,40780,6796.666666666667,34540,6408,1068.0,2136
4253,PRV56317,No,1,42,1,60,7150,3575.0,7150,1068,534.0,1068
4254,PRV56318,No,1,42,1,330,0,0.0,0,0,0.0,0
4255,PRV56319,No,1,42,2,330,31220,2401.5384615384614,18220,4204,323.38461538461536,2136
4256,PRV56321,No,1,42,2,120,90000,12857.142857142857,45000,2136,305.14285714285717,1068
4257,PRV56322,No,1,42,1,450,177060,4785.405405405405,48820,19224,519.5675675675676,4272
4258,PRV56324,No,1,42,1,110,57200,57200.0,57200,3204,3204.0,3204
4259,PRV56328,No,1,42,2,200,109440,7296.0,69000,8544,569.6,3204
4260,PRV56329,No,1,42,6,0,296280,21162.85714285714,71500,28700,2050.0,5340
4261,PRV56330,No,1,42,2,440,28200,1762.5,21200,3204,200.25,2136
4262,PRV56331,No,1,42,1,440,0,0.0,0,0,0.0,0
4263,PRV56333,No,1,42,2,200,124210,2957.3809523809523,34540,15952,379.8095238095238,3204
4264,PRV56334,No,1,42,1,250,0,0.0,0,0,0.0,0
4265,PRV56335,No,2,42,6,90,211250,11736.111111111111,37140,25064,1392.4444444444443,2136
4266,PRV56336,No,1,42,4,90,300910,14329.047619047618,39000,26700,1271.4285714285713,2136
4267,PRV56337,No,1,42,2,200,13000,6500.0,13000,1068,534.0,1068
4268,PRV56338,No,1,42,3,220,152580,15258.0,60000,17088,1708.8,4272
4269,PRV56339,No,1,42,1,310,9000,9000.0,9000,1068,1068.0,1068
4270,PRV56340,No,1,42,2,390,73440,24480.0,49040,7476,2492.0,5340
4271,PRV56341,No,1,42,1,370,21210,21210.0,21210,2136,2136.0,2136
4272,PRV56342,No,2,42,3,250,96230,19246.0,36220,8544,1708.8,3204
4273,PRV56344,No,2,43,4,60,17000,1545.4545454545455,17000,2136,194.1818181818182,2136
4274,PRV56345,No,5,43,47,490,2381850,4164.073426573426,57000,258568,452.041958041958,3204
4275,PRV56346,No,1,43,9,550,270680,6444.761904761905,34400,19224,457.7142857142857,2136
4276,PRV56347,No,3,43,18,490,351440,6890.980392156863,41050,37108,727.6078431372549,3068
4277,PRV56348,No,2,43,11,20,347210,5986.379310344828,55500,34176,589.2413793103449,3204
4278,PRV56349,No,7,43,19,200,628430,10302.131147540984,43000,68352,1120.5245901639344,3204
4279,PRV56350,Yes,7,43,44,630,1626770,10296.012658227848,73600,156772,992.2278481012659,21136
4280,PRV56351,No,3,16,9,170,359520,12397.241379310344,53220,31904,1100.1379310344828,3204
4281,PRV56352,No,2,43,12,20,145140,6047.5,35000,16020,667.5,3204
4282,PRV56353,No,2,43,15,670,198950,2072.3958333333335,30000,49972,520.5416666666666,21136
4283,PRV56354,No,2,43,5,120,74780,6798.181818181818,57000,5340,485.45454545454544,2136
4284,PRV56355,No,1,43,11,320,159880,1390.2608695652175,57000,17088,148.59130434782608,3204
4285,PRV56357,No,2,43,5,130,34300,2143.75,29300,4272,267.0,3204
4286,PRV56358,No,1,43,3,460,0,0.0,0,0,0.0,0
4287,PRV56360,No,4,43,6,400,578430,7415.7692307692305,43000,59808,766.7692307692307,3204
4288,PRV56361,Yes,3,43,12,140,406050,3561.842105263158,32000,55800,489.4736842105263,3204
4289,PRV56362,No,3,43,22,490,294620,4910.333333333333,57000,26432,440.53333333333336,2136
4290,PRV56363,No,1,43,3,550,163240,8591.578947368422,34400,10680,562.1052631578947,2136
4291,PRV56364,No,1,43,4,230,133900,1694.9367088607594,14000,27768,351.49367088607596,2136
4292,PRV56366,No,1,43,4,620,8000,888.8888888888889,8000,1068,118.66666666666667,1068
4293,PRV56367,No,1,43,5,620,240,5.333333333333333,240,2136,47.46666666666667,1068
4294,PRV56368,No,1,43,3,390,30120,885.8823529411765,9060,5340,157.05882352941177,1068
4295,PRV56369,No,1,43,1,640,0,0.0,0,0,0.0,0
4296,PRV56370,No,1,43,1,530,0,0.0,0,0,0.0,0
4297,PRV56373,No,1,43,1,540,0,0.0,0,0,0.0,0
4298,PRV56374,No,2,43,2,540,105160,4206.4,22040,16020,640.8,3204
4299,PRV56375,No,1,43,3,510,39000,722.2222222222222,14000,6408,118.66666666666667,2136
4300,PRV56376,No,1,43,3,410,144000,7200.0,36000,8544,427.2,2136
4301,PRV56377,No,1,43,1,170,0,0.0,0,0,0.0,0
4302,PRV56378,No,1,43,3,510,0,0.0,0,0,0.0,0
4303,PRV56379,No,2,43,3,460,306690,5786.603773584906,43000,17088,322.41509433962267,1068
4304,PRV56380,No,1,43,3,110,0,0.0,0,0,0.0,0
4305,PRV56381,No,1,43,1,440,0,0.0,0,0,0.0,0
4306,PRV56384,No,1,43,5,610,147600,3012.2448979591836,38180,20292,414.1224489795918,2136
4307,PRV56385,No,1,43,3,110,54000,2454.5454545454545,9000,8544,388.3636363636364,1068
4308,PRV56387,No,1,43,1,510,0,0.0,0,0,0.0,0
4309,PRV56388,No,3,16,3,740,73600,10514.285714285714,73600,2136,305.14285714285717,2136
4310,PRV56389,No,2,43,3,60,17000,1133.3333333333333,7000,4272,284.8,1068
4311,PRV56390,No,1,43,5,550,77230,15446.0,31480,7476,1495.2,2136
4312,PRV56391,No,1,43,1,20,0,0.0,0,0,0.0,0
4313,PRV56392,Yes,1,43,4,640,188380,9419.0,25460,32040,1602.0,3204
4314,PRV56393,No,1,43,4,190,49160,4916.0,12000,7476,747.6,2136
4315,PRV56394,No,2,43,4,400,85280,2665.0,13280,14952,467.25,3204
4316,PRV56395,No,1,43,4,490,160470,22924.285714285714,37000,15612,2230.285714285714,7068
4317,PRV56396,Yes,5,44,16,590,807130,9724.4578313253,117000,92512,1114.6024096385543,6340
4318,PRV56397,No,2,44,10,570,202300,4304.255319148936,51180,21360,454.468085106383,3204
4319,PRV56398,No,1,44,7,610,49000,2578.9473684210525,25000,6408,337.2631578947368,3204
4320,PRV56400,Yes,2,44,6,700,77130,8570.0,28040,10544,1171.5555555555557,4136
4321,PRV56401,No,2,44,4,490,224170,1567.6223776223776,10000,35244,246.46153846153845,1068
4322,PRV56403,Yes,3,44,9,440,257720,7580.0,44000,36312,1068.0,5340
4323,PRV56404,No,2,44,16,170,1045780,2880.936639118457,79100,140704,387.6143250688705,3204
4324,PRV56405,No,3,44,10,280,152340,2539.0,51180,14952,249.2,2136
4325,PRV56406,No,1,44,7,260,583940,2905.1741293532336,57000,91848,456.95522388059703,4272
4326,PRV56407,No,2,44,8,440,106160,2654.0,30000,12816,320.4,1068
4327,PRV56408,No,1,44,4,540,347460,5109.705882352941,92860,115884,1704.1764705882354,35068
4328,PRV56410,No,3,44,11,440,1574200,4497.714285714285,57000,131364,375.3257142857143,5340
4329,PRV56411,No,1,44,5,380,623420,8312.266666666666,80000,35244,469.92,4272
4330,PRV56412,No,1,44,11,150,659810,5891.160714285715,71120,95352,851.3571428571429,5136
4331,PRV56413,No,1,44,3,560,63480,5290.0,21560,10680,890.0,3204
4332,PRV56414,No,3,44,12,810,118820,4400.740740740741,43080,8544,316.44444444444446,3204
4333,PRV56415,No,2,44,11,180,151730,3700.731707317073,34000,25360,618.5365853658536,7204
4334,PRV56416,Yes,9,44,50,780,9904940,6221.695979899498,111000,909876,571.5301507537688,8068
4335,PRV56417,No,2,44,7,360,120600,1013.4453781512605,31240,24564,206.42016806722688,3204
4336,PRV56418,No,3,44,10,140,49330,1701.0344827586207,20150,6408,220.9655172413793,2136
4337,PRV56421,Yes,2,44,20,60,1093980,8225.413533834586,85060,99324,746.796992481203,3204
4338,PRV56423,No,3,44,5,370,89880,7490.0,25600,9612,801.0,2136
4339,PRV56425,Yes,2,44,16,620,961060,2522.4671916010498,39150,147384,386.8346456692913,3204
4340,PRV56426,No,4,44,27,930,1645560,3774.2201834862385,143800,209348,480.1559633027523,7204
4341,PRV56427,No,2,44,10,100,124950,5432.608695652174,41000,11748,510.7826086956522,3204
4342,PRV56428,Yes,1,44,10,610,1147340,3689.1961414791,58000,104664,336.540192926045,3204
4343,PRV56430,No,2,44,6,460,127750,3361.842105263158,25900,16952,446.10526315789474,4136
4344,PRV56432,No,2,44,7,330,135630,5425.2,19000,24564,982.56,2136
4345,PRV56433,No,11,44,35,200,434650,3592.1487603305786,81000,51128,422.54545454545456,6408
4346,PRV56435,Yes,2,44,16,740,1034860,3980.230769230769,71120,121208,466.18461538461537,7204
4347,PRV56437,Yes,5,44,18,40,2798050,3891.5855354659247,85060,319860,444.86787204450627,3204
4348,PRV56438,Yes,7,44,34,320,1316750,9900.375939849624,63000,129480,973.5338345864661,11068
4349,PRV56439,No,9,44,33,770,2197450,4960.38374717833,83200,159928,361.0112866817156,5340
4350,PRV56440,No,1,44,8,440,396560,4455.730337078651,55800,32040,360.0,5340
4351,PRV56441,No,3,44,11,460,131380,3753.714285714286,30020,20088,573.9428571428572,5136
4352,PRV56442,Yes,8,44,56,180,4955050,3725.6015037593984,71120,565488,425.17894736842106,5340
4353,PRV56444,Yes,20,44,87,820,4237720,3217.7069096431283,71120,586728,445.50341685649204,7204
4354,PRV56445,No,3,44,15,170,315940,5744.363636363636,22060,51196,930.8363636363637,3204
4355,PRV56447,Yes,3,44,11,320,824180,4848.117647058823,33000,86440,508.47058823529414,3204
4356,PRV56448,No,4,44,14,780,2823760,4835.2054794520545,63000,249912,427.93150684931504,4272
4357,PRV56449,No,6,44,31,560,612840,4539.555555555556,62800,72448,536.6518518518518,8068
4358,PRV56451,No,3,44,9,890,870240,3360.0,38000,151432,584.6795366795367,5136
4359,PRV56452,No,3,44,17,940,305240,2774.909090909091,30000,46720,424.72727272727275,4272
4360,PRV56453,No,2,44,8,650,275040,2391.6521739130435,27160,28836,250.7478260869565,2136
4361,PRV56454,No,4,44,13,160,2069880,13018.11320754717,143800,117480,738.8679245283018,6408
4362,PRV56455,No,1,44,3,560,59820,4601.538461538462,21560,6408,492.9230769230769,3204
4363,PRV56456,No,2,1,7,410,300750,6538.04347826087,28200,42720,928.695652173913,3204
4364,PRV56458,No,1,44,9,180,224100,4150.0,31540,32040,593.3333333333334,3204
4365,PRV56461,No,8,44,36,380,372010,3234.8695652173915,28000,50196,436.4869565217391,3204
4366,PRV56463,No,2,44,4,890,31000,1722.2222222222222,27000,5340,296.6666666666667,4272
4367,PRV56464,No,6,44,21,0,388600,4626.190476190476,57330,38448,457.7142857142857,3204
4368,PRV56466,No,2,44,7,310,305550,5456.25,55800,27768,495.85714285714283,5340
4369,PRV56467,No,3,44,11,520,676990,1939.7994269340975,50000,85372,244.6189111747851,3204
4370,PRV56468,No,1,44,10,930,212560,6251.764705882353,33030,30224,888.9411764705883,7204
4371,PRV56469,No,6,44,42,410,958510,7316.8702290076335,74000,99924,762.7786259541984,4272
4372,PRV56470,No,1,44,5,480,140720,3803.2432432432433,26000,20292,548.4324324324324,3204
4373,PRV56471,No,1,44,4,790,95340,2217.2093023255816,30000,8544,198.69767441860466,2136
4374,PRV56473,No,4,11,17,200,376690,6848.909090909091,44000,39516,718.4727272727273,4272
4375,PRV56474,No,2,1,5,440,126790,4090.0,26700,11748,378.96774193548384,2136
4376,PRV56475,No,1,44,4,920,120400,3541.176470588235,21600,11748,345.52941176470586,1068
4377,PRV56476,No,1,44,4,180,6000,1500.0,6000,1068,267.0,1068
4378,PRV56477,No,1,44,4,480,34500,3833.3333333333335,15000,5340,593.3333333333334,2136
4379,PRV56478,No,6,11,24,921,1319270,8679.407894736842,57420,182200,1198.6842105263158,11068
4380,PRV56479,No,6,44,24,990,613260,4380.428571428572,55800,95216,680.1142857142858,25136
4381,PRV56480,No,1,44,2,220,34280,1632.3809523809523,13140,8544,406.85714285714283,3204
4382,PRV56481,Yes,1,44,16,560,1990590,15551.484375,92860,226348,1768.34375,6408
4383,PRV56482,No,1,44,7,880,210600,7521.428571428572,69000,21360,762.8571428571429,2136
4384,PRV56483,No,3,44,10,440,138570,4330.3125,31540,13884,433.875,3204
4385,PRV56484,No,4,44,9,970,11000,1222.2222222222222,6000,2136,237.33333333333334,1068
4386,PRV56485,No,1,44,4,430,133100,2772.9166666666665,11080,16020,333.75,2136
4387,PRV56486,No,1,44,9,370,363620,4722.337662337663,29000,48060,624.1558441558442,4272
4388,PRV56487,No,3,44,11,550,127100,4707.407407407408,34000,13884,514.2222222222222,4272
4389,PRV56489,No,2,44,4,60,100940,4806.666666666667,26000,13884,661.1428571428571,2136
4390,PRV56490,No,1,44,7,180,142740,10195.714285714286,33030,21088,1506.2857142857142,7204
4391,PRV56494,No,2,44,15,460,2186630,3904.6964285714284,85060,190104,339.4714285714286,3204
4392,PRV56495,No,1,44,5,820,82230,2284.1666666666665,30000,9612,267.0,2136
4393,PRV56496,No,1,44,6,420,75510,1841.7073170731708,24000,6408,156.29268292682926,2136
4394,PRV56497,No,1,44,4,210,123840,4128.0,21460,14952,498.4,2136
4395,PRV56498,No,2,49,2,520,12200,1742.857142857143,6100,2136,305.14285714285717,1068
4396,PRV56500,No,3,44,7,690,431960,2860.662251655629,49000,52332,346.56953642384104,3204
4397,PRV56501,Yes,1,44,9,320,1640190,7069.7844827586205,58800,152432,657.0344827586207,5204
4398,PRV56502,No,1,44,1,930,0,0.0,0,0,0.0,0
4399,PRV56504,No,2,44,9,550,121490,1840.7575757575758,41000,16020,242.72727272727272,3204
4400,PRV56507,No,1,44,6,160,460250,10958.333333333334,99000,40584,966.2857142857143,4272
4401,PRV56508,No,1,44,7,270,949510,5364.463276836158,44000,101856,575.457627118644,5340
4402,PRV56509,No,1,44,6,150,562540,4808.034188034188,29280,103896,888.0,5136
4403,PRV56510,No,1,44,2,320,3000,333.3333333333333,3000,1068,118.66666666666667,1068
4404,PRV56511,No,3,49,3,950,61570,2676.9565217391305,20090,7476,325.04347826086956,2136
4405,PRV56512,No,1,44,3,350,159000,5888.888888888889,36000,10680,395.55555555555554,2136
4406,PRV56514,No,1,44,1,490,0,0.0,0,0,0.0,0
4407,PRV56515,No,1,44,4,610,25000,3571.4285714285716,25000,1068,152.57142857142858,1068
4408,PRV56517,No,1,44,12,460,649380,5279.512195121952,57000,60876,494.9268292682927,5340
4409,PRV56518,No,1,44,1,530,4000,2000.0,4000,1068,534.0,1068
4410,PRV56519,No,1,44,3,180,94200,13457.142857142857,34000,9612,1373.142857142857,2136
4411,PRV56521,No,1,44,1,290,155040,4845.0,31240,18156,567.375,3204
4412,PRV56522,No,1,44,1,780,25000,8333.333333333334,25000,1068,356.0,1068
4413,PRV56523,Yes,2,44,2,780,96610,4600.476190476191,57330,8544,406.85714285714283,2136
4414,PRV56524,No,1,44,1,780,0,0.0,0,0,0.0,0
4415,PRV56525,No,1,44,1,810,260930,3953.4848484848485,45150,41108,622.8484848484849,5068
4416,PRV56526,No,1,44,1,810,82300,2571.875,28000,15748,492.125,5068
4417,PRV56527,No,1,44,1,290,271380,4761.0526315789475,31240,27768,487.1578947368421,3204
4418,PRV56528,No,1,44,2,830,24000,1142.857142857143,6000,5340,254.28571428571428,1068
4419,PRV56529,No,2,44,2,810,48250,1419.1176470588234,17800,9612,282.70588235294116,2136
4420,PRV56530,No,1,44,1,780,25000,8333.333333333334,25000,1068,356.0,1068
4421,PRV56531,No,1,44,1,780,24660,4932.0,21480,3204,640.8,2136
4422,PRV56533,No,3,44,3,780,319210,21280.666666666668,63000,24564,1637.6,3204
4423,PRV56535,No,1,44,3,320,131490,1962.5373134328358,20000,22428,334.74626865671644,1068
4424,PRV56536,No,2,44,3,650,147490,2269.076923076923,9210,22428,345.04615384615386,1068
4425,PRV56537,No,1,44,7,0,265540,2553.269230769231,50000,36312,349.15384615384613,3204
4426,PRV56538,No,1,44,1,300,93200,4052.1739130434785,17000,7476,325.04347826086956,1068
4427,PRV56539,No,1,44,1,900,0,0.0,0,0,0.0,0
4428,PRV56540,No,1,44,1,50,12000,12000.0,12000,2136,2136.0,2136
4429,PRV56541,Yes,2,44,15,180,782290,14486.851851851852,69000,80100,1483.3333333333333,5340
4430,PRV56543,No,1,44,1,50,22800,5700.0,10000,4272,1068.0,1068
4431,PRV56544,No,2,44,2,180,199050,9952.5,32020,26700,1335.0,3204
4432,PRV56545,No,1,44,1,210,7000,7000.0,7000,1068,1068.0,1068
4433,PRV56546,No,1,44,1,180,163050,18116.666666666668,40130,13884,1542.6666666666667,3204
4434,PRV56547,No,1,44,3,460,120310,17187.14285714286,58000,12816,1830.857142857143,3204
4435,PRV56548,No,2,11,4,200,242500,30312.5,83200,16020,2002.5,3204
4436,PRV56549,No,2,44,2,320,28000,14000.0,18000,3204,1602.0,2136
4437,PRV56550,Yes,2,45,22,960,1070070,13375.875,96000,133412,1667.65,11204
4438,PRV56551,No,1,45,4,160,121110,3364.1666666666665,21000,17088,474.6666666666667,2136
4439,PRV56552,No,1,45,5,885,46180,1924.1666666666667,14100,7476,311.5,2136
4440,PRV56553,No,1,45,6,981,189940,2922.153846153846,55000,24292,373.7230769230769,4272
4441,PRV56554,No,3,45,18,460,226240,4713.333333333333,81100,22428,467.25,6408
4442,PRV56555,No,2,45,7,610,1150410,16672.608695652172,101080,151876,2201.1014492753625,36136
4443,PRV56556,No,4,45,50,770,4336810,4928.193181818182,93000,542960,617.0,19136
4444,PRV56557,No,5,19,13,80,369440,5683.692307692308,71000,38040,585.2307692307693,7136
4445,PRV56559,No,8,45,48,610,5065120,4550.8715184186885,70200,569842,511.9874213836478,36136
4446,PRV56560,Yes,12,45,52,130,14164680,6123.942931258106,90000,1403764,606.901859057501,9068
4447,PRV56562,No,2,45,7,440,192140,5192.972972972973,59870,13884,375.2432432432432,2136
4448,PRV56563,No,1,45,11,120,402990,13433.0,74000,42312,1410.4,7068
4449,PRV56566,Yes,2,45,9,340,699530,3974.6022727272725,57000,80100,455.1136363636364,4272
4450,PRV56568,No,2,45,7,840,541300,4132.06106870229,53150,51128,390.29007633587787,4272
4451,PRV56570,No,4,45,18,840,452390,15079.666666666666,63000,42380,1412.6666666666667,8204
4452,PRV56571,No,1,45,5,955,54600,4963.636363636364,22600,6408,582.5454545454545,2136
4453,PRV56572,No,1,45,7,830,42580,2129.0,24580,8408,420.4,6272
4454,PRV56574,No,5,32,13,861,335010,5403.387096774193,57880,33108,534.0,3204
4455,PRV56575,Yes,3,45,14,910,4373930,5269.795180722892,96000,488880,589.0120481927711,11204
4456,PRV56576,No,1,45,7,320,1552390,6634.145299145299,73030,181424,775.3162393162393,3204
4457,PRV56577,No,5,45,21,410,1250640,4268.39590443686,101000,146772,500.9283276450512,6136
4458,PRV56578,No,2,45,14,653,470650,5810.493827160494,64000,40316,497.7283950617284,2936
4459,PRV56579,No,1,45,5,888,172840,4431.794871794872,33000,21360,547.6923076923077,1068
4460,PRV56580,No,8,45,42,60,887140,4795.351351351352,72770,80600,435.6756756756757,4272
4461,PRV56581,No,1,45,1,911,82440,11777.142857142857,52000,11408,1629.7142857142858,6068
4462,PRV56582,No,1,45,1,940,0,0.0,0,0,0.0,0
4463,PRV56583,No,4,45,11,940,157350,6556.25,36150,23496,979.0,3204
4464,PRV56584,No,1,45,8,794,239020,4345.818181818182,52000,27768,504.8727272727273,3204
4465,PRV56585,No,2,45,5,650,50320,7188.571428571428,23200,7476,1068.0,3204
4466,PRV56586,No,1,45,1,130,4900,1225.0,4900,1068,267.0,1068
4467,PRV56587,Yes,5,45,53,892,2633830,5568.350951374207,81000,243696,515.2135306553911,5340
4468,PRV56588,Yes,5,45,40,390,2225680,8273.903345724908,79000,250996,933.0706319702603,9204
4469,PRV56589,No,5,45,14,10,160000,6666.666666666667,90000,12816,534.0,4272
4470,PRV56590,No,2,45,15,830,111230,3370.6060606060605,51050,13884,420.72727272727275,2136
4471,PRV56591,Yes,1,45,20,731,709200,4959.44055944056,55800,85440,597.4825174825174,3204
4472,PRV56592,Yes,4,45,27,830,1343100,11382.203389830509,68000,114604,971.2203389830509,3204
4473,PRV56593,No,2,45,12,910,291590,6338.913043478261,49080,30636,666.0,5340
4474,PRV56594,No,2,45,16,310,306460,4378.0,81100,36312,518.7428571428571,6408
4475,PRV56595,No,3,45,16,70,273230,4879.107142857143,40000,32972,588.7857142857143,5204
4476,PRV56596,No,2,45,11,940,141630,7868.333333333333,41700,11748,652.6666666666666,3204
