Provider,PotentialFraud,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum
PRV56075,No,0.0,0.0,12.0,12.0,1905.8333333333333,4850,22870,497.5,1270,5970
PRV56076,No,0.0,0.0,12.0,12.0,1156.6666666666667,1660,3470,293.3333333333333,420,880
PRV56077,No,0.0,0.0,12.0,12.0,3952.8571428571427,14730,27670,988.5714285714286,3680,6920
PRV56078,No,0.0,0.0,12.0,12.0,1720.0,3370,6880,900.0,2230,3600
PRV56080,No,0.0,0.0,12.0,12.0,1850.0,6040,9250,252.0,790,1260
PRV56083,No,0.0,0.0,12.0,12.0,3006.6666666666665,4800,9020,266.6666666666667,360,800
PRV56084,No,0.0,0.0,12.0,12.0,4080.0,4080,4080,380.0,380,380
PRV56086,No,5.625,70.0,12.0,12.0,1086.875,2470,17390,510.0,1410,8160
PRV56087,No,0.0,0.0,12.0,12.0,710.0,710,710,230.0,230,230
PRV56088,No,3.6470588235294117,100.0,12.0,12.0,2304.705882352941,38680,195900,700.1176470588235,9740,59510
PRV56089,No,0.0,0.0,12.0,12.0,720.0,720,720,170.0,170,170
PRV56090,No,0.0,0.0,12.0,12.0,5079.166666666667,26300,60950,1484.1666666666667,7280,17810
PRV56091,No,0.0,0.0,12.0,12.0,1280.0,1280,1280,300.0,300,300
PRV56092,No,0.0,0.0,12.0,12.0,2800.0,5640,14000,622.0,1380,3110
PRV56093,No,0.0,0.0,12.0,12.0,1705.7142857142858,4280,11940,580.0,1200,4060
PRV56094,No,5.6,100.0,12.0,12.0,2210.0,17380,55250,722.8,5540,18070
PRV56095,No,0.0,0.0,12.0,12.0,2360.0,4790,25960,770.9090909090909,2180,8480
PRV56098,No,4.285714285714286,90.0,11.428571428571429,12.0,2061.904761904762,5100,43300,491.42857142857144,1800,10320
PRV56099,No,0.0,0.0,12.0,12.0,740.0,1400,2220,253.33333333333334,400,760
PRV56101,No,12.0,60.0,12.0,12.0,8386.0,18750,41930,2444.0,5660,12220
PRV56102,No,237.33333333333334,1068.0,12.0,12.0,1657.5,8410,59670,389.72222222222223,1700,14030
PRV56103,Yes,614.3362831858407,1068.0,11.931034482758621,12.0,1626.1206896551723,9530,188630,557.5862068965517,2950,64680
PRV56104,Yes,2.463768115942029,200.0,11.888198757763975,11.950310559006212,2400.517598343685,38680,1159450,681.511387163561,9740,329170
PRV56105,No,961.2,1068.0,12.0,12.0,2105.9375,11850,67390,424.375,1540,13580
PRV56106,No,1068.0,1068.0,12.0,12.0,735.0,1380,1470,120.0,220,240
PRV56108,No,0.0,0.0,12.0,12.0,2922.6666666666665,6740,43840,986.6666666666666,2000,14800
PRV56109,No,0.0,0.0,12.0,12.0,2686.6666666666665,22550,32240,774.1666666666666,5650,9290
PRV56111,No,2.3655913978494625,100.0,12.0,12.0,2107.52688172043,19640,196000,751.1827956989247,5590,69860
PRV56113,No,0.0,0.0,12.0,12.0,2588.6666666666665,22550,116490,722.4444444444445,5650,32510
PRV56114,No,1.2195121951219512,30.0,12.0,12.0,2917.560975609756,6890,119620,580.7317073170732,1590,23810
PRV56115,No,0.0,0.0,12.0,12.0,3680.0,6910,7360,920.0,1730,1840
PRV56116,No,2.0,70.0,12.0,12.0,1772.2857142857142,8900,62030,460.0,2180,16100
PRV56117,No,0.0,0.0,12.0,12.0,897.1428571428571,1700,12560,340.0,700,4760
PRV56118,No,1068.0,1068.0,12.0,11.571428571428571,576.4285714285714,3000,8070,116.42857142857143,740,1630
PRV56119,No,1068.0,1068.0,12.0,12.0,1347.2727272727273,8360,14820,409.09090909090907,1600,4500
PRV56120,No,1068.0,1068.0,12.0,12.0,2227.5,5700,8910,597.5,1100,2390
PRV56121,No,1068.0,1068.0,12.0,12.0,1448.125,8650,23170,436.25,1200,6980
PRV56122,No,1068.0,1068.0,12.0,12.0,273.3333333333333,560,820,96.66666666666667,280,290
PRV56123,No,1068.0,1068.0,12.0,12.0,1583.5,17850,63340,467.5,4520,18700
PRV56124,No,1068.0,1068.0,12.0,12.0,2575.0,8840,15450,630.0,1750,3780
PRV56125,No,1068.0,1068.0,12.0,12.0,4318.571428571428,19130,30230,1087.142857142857,5060,7610
PRV56126,No,1068.0,1068.0,12.0,12.0,623.3333333333334,2200,3740,86.66666666666667,280,520
PRV56129,No,1068.0,1068.0,12.0,12.0,719.1304347826087,4230,16540,226.08695652173913,700,5200
PRV56130,No,1068.0,1068.0,12.0,12.0,1538.8235294117646,5310,26160,417.6470588235294,1880,7100
PRV56131,No,1068.0,1068.0,12.0,11.2,3218.6666666666665,17850,48280,833.3333333333334,4520,12500
PRV56133,No,1068.0,1068.0,12.0,12.0,2105.3333333333335,15140,31580,676.6666666666666,4320,10150
PRV56134,Yes,1068.0,1068.0,11.806451612903226,12.0,2130.483870967742,21880,132090,598.0645161290323,6230,37080
PRV56135,No,101.71428571428571,1068.0,12.0,11.363636363636363,2546.3636363636365,22020,56020,638.6363636363636,4100,14050
PRV56136,No,133.5,1068.0,12.0,12.0,1622.5,5040,12980,251.25,660,2010
PRV56137,No,2.5,70.0,12.0,12.0,2574.1666666666665,16140,123560,699.1666666666666,4230,33560
PRV56138,No,12.777777777777779,200.0,12.0,12.0,2419.4444444444443,19270,87100,821.9444444444445,5020,29590
PRV56139,No,152.57142857142858,1068.0,11.952380952380953,12.0,2306.6666666666665,4880,48440,660.952380952381,1440,13880
PRV56140,No,551.2258064516129,1068.0,11.612903225806452,12.0,1692.258064516129,12800,52460,517.741935483871,3000,16050
PRV56141,No,1.0256410256410255,40.0,12.0,11.717948717948717,1944.3589743589744,4420,75830,578.4615384615385,1770,22560
PRV56142,No,102.83018867924528,1068.0,11.320754716981131,11.773584905660377,2746.7924528301887,33470,145580,804.1509433962265,8680,42620
PRV56143,No,1.7241379310344827,50.0,12.0,12.0,1215.1724137931035,5810,35240,245.51724137931035,1100,7120
PRV56145,No,4.038461538461538,100.0,11.76923076923077,11.942307692307692,2040.0,8620,106080,529.4230769230769,2730,27530
PRV56146,No,0.0,0.0,10.857142857142858,12.0,2857.6190476190477,12800,60010,553.3333333333334,3000,11620
PRV56147,No,267.0,1068.0,12.0,12.0,901.25,1810,7210,552.5,1730,4420
PRV56148,No,1.4685314685314685,60.0,11.916083916083917,11.888111888111888,1870.13986013986,30580,267430,623.4265734265734,7830,89150
PRV56149,No,4.444444444444445,60.0,12.0,11.666666666666666,1345.9259259259259,4860,36340,271.85185185185185,780,7340
PRV56151,No,1.264367816091954,90.0,12.0,11.74712643678161,1456.2068965517242,7400,126690,552.7586206896551,2590,48090
PRV56152,No,1.1111111111111112,20.0,12.0,11.777777777777779,2469.4444444444443,5350,44450,642.2222222222222,2320,11560
PRV56153,No,0.0,0.0,12.0,11.333333333333334,2473.3333333333335,7040,22260,925.5555555555555,1440,8330
PRV56154,No,0.0,0.0,12.0,12.0,871.0526315789474,2280,16550,307.36842105263156,1030,5840
PRV56156,No,79.56521739130434,1068.0,12.0,11.681159420289855,1431.304347826087,3910,98760,587.8260869565217,1770,40560
PRV56157,No,0.0,0.0,11.68421052631579,12.0,1385.7894736842106,12800,52660,364.7368421052632,3000,13860
PRV56158,No,1.0526315789473684,40.0,12.0,12.0,911.3157894736842,2190,34630,360.0,1120,13680
PRV56159,No,11.666666666666666,100.0,12.0,12.0,3077.6666666666665,30580,92330,763.6666666666666,7830,22910
PRV56161,Yes,286.6521739130435,1068.0,12.0,12.0,1240.8510638297873,4230,58320,491.70212765957444,2900,23110
PRV56163,No,11.428571428571429,80.0,12.0,12.0,2397.1428571428573,5610,16780,450.0,910,3150
PRV56164,No,0.0,0.0,12.0,12.0,1652.2222222222222,7040,44610,391.48148148148147,1370,10570
PRV56165,No,2.6315789473684212,50.0,12.0,12.0,2853.157894736842,19270,54210,1021.578947368421,5020,19410
PRV56166,No,267.0,1068.0,12.0,12.0,2426.25,8620,19410,568.75,2730,4550
PRV56168,No,0.0,0.0,12.0,12.0,520.0,520,520,0.0,0,0
PRV56169,No,0.0,0.0,12.0,11.454545454545455,1565.0,5740,34430,655.4545454545455,2240,14420
PRV56170,No,474.6666666666667,1068.0,12.0,12.0,2236.1111111111113,19270,40250,644.4444444444445,5020,11600
PRV56171,No,0.6666666666666666,10.0,12.0,12.0,1191.3333333333333,3940,17870,214.0,930,3210
PRV56172,No,291.27272727272725,1068.0,12.0,12.0,1170.0,5810,12870,129.0909090909091,530,1420
PRV56173,No,149.27272727272728,1068.0,12.0,11.931818181818182,2346.3636363636365,27400,103240,622.2727272727273,6500,27380
PRV56174,No,106.8,1068.0,12.0,12.0,1103.0,5040,11030,298.0,660,2980
PRV56176,No,11.904761904761905,100.0,12.0,12.0,2630.4761904761904,5250,55240,900.4761904761905,2590,18910
PRV56177,No,4.444444444444445,80.0,12.0,12.0,791.1111111111111,3320,14240,328.8888888888889,1020,5920
PRV56179,No,133.5,1068.0,10.5,12.0,2891.25,12800,23130,765.0,3000,6120
PRV56181,No,0.0,0.0,12.0,10.166666666666666,1631.6666666666667,3910,19580,660.8333333333334,1770,7930
PRV56182,No,3.3333333333333335,100.0,11.764705882352942,11.529411764705882,1484.1176470588234,11760,75690,591.1764705882352,2880,30150
PRV56183,No,0.0,0.0,12.0,12.0,882.1739130434783,2300,20290,440.0,1860,10120
PRV56184,No,7.222222222222222,100.0,11.333333333333334,12.0,2631.6666666666665,5000,47370,714.4444444444445,1120,12860
PRV56185,No,14.285714285714286,100.0,12.0,12.0,441.42857142857144,1160,3090,175.71428571428572,490,1230
PRV56186,No,0.0,0.0,12.0,9.25,1779.1666666666667,5900,21350,523.3333333333334,1030,6280
PRV56187,No,6.111111111111111,80.0,11.333333333333334,11.833333333333334,1635.0,3470,29430,396.6666666666667,1200,7140
PRV56189,No,0.0,0.0,12.0,11.666666666666666,845.0,1840,5070,191.66666666666666,780,1150
PRV56190,No,10.0,60.0,12.0,12.0,1063.3333333333333,1500,6380,318.3333333333333,510,1910
PRV56191,No,6.451612903225806,100.0,11.612903225806452,12.0,3635.1612903225805,27400,225380,1195.0,6500,74090
PRV56193,No,7.142857142857143,100.0,12.0,12.0,1646.4285714285713,7060,23050,710.7142857142857,1670,9950
PRV56194,No,0.0,0.0,12.0,11.5,715.0,2310,5720,220.0,620,1760
PRV56196,No,0.0,0.0,10.0,12.0,578.3333333333334,1270,3470,135.0,320,810
PRV56198,No,0.0,0.0,11.428571428571429,12.0,1776.6666666666667,4230,37310,506.6666666666667,2900,10640
PRV56199,No,0.0,0.0,12.0,10.625,1541.25,3470,24660,701.25,1600,11220
PRV56200,No,0.0,0.0,11.931034482758621,11.948275862068966,2073.448275862069,11760,120260,763.2758620689655,2880,44270
PRV56201,No,0.0,0.0,12.0,4.0,3460.0,5740,10380,1313.3333333333333,2240,3940
PRV56202,No,1068.0,1068.0,12.0,12.0,250.0,250,250,0.0,0,0
PRV56206,No,2.5806451612903225,80.0,11.419354838709678,12.0,2095.8064516129034,19090,64970,674.1935483870968,6020,20900
PRV56207,No,37.72631578947368,1068.0,12.0,11.873684210526315,1940.421052631579,14870,184340,516.8421052631579,4210,49100
PRV56208,No,0.0,0.0,12.0,12.0,2437.313432835821,19880,163300,615.9701492537314,5290,41270
PRV56209,No,1.746031746031746,100.0,11.788359788359788,11.878306878306878,2384.814814814815,22290,450730,647.7248677248677,5580,122420
PRV56210,No,222.52,1068.0,12.0,11.86,1909.5333333333333,16460,286430,462.73333333333335,3850,69410
PRV56211,No,4.9397590361445785,100.0,11.855421686746988,11.855421686746988,2089.277108433735,30540,173410,576.2650602409639,6640,47830
PRV56212,No,0.0,0.0,11.294117647058824,11.294117647058824,1631.764705882353,3600,27740,345.29411764705884,660,5870
PRV56213,No,2.8460342146189737,100.0,11.888024883359254,11.959564541213064,1521.3374805598755,11440,978220,438.8646967340591,2810,282190
PRV56214,No,0.0,0.0,12.0,12.0,1020.0,1660,3060,196.66666666666666,410,590
PRV56216,No,3.264033264033264,200.0,11.972972972972974,11.95010395010395,2253.3679833679835,28560,1083870,610.7484407484408,6680,293770
PRV56217,No,0.0,0.0,12.0,12.0,1862.6666666666667,10780,83820,545.7777777777778,3040,24560
PRV56218,No,56.08474576271186,1068.0,12.0,12.0,2386.864406779661,21000,281650,574.0677966101695,4640,67740
PRV56219,No,13.565217391304348,1068.0,12.0,12.0,2381.335740072202,23330,659630,710.5342960288808,3040,196818
PRV56220,No,213.6,1068.0,12.0,12.0,2278.6666666666665,10520,34180,676.0,3250,10140
PRV56221,No,64.53770491803279,1068.0,11.960655737704919,11.98032786885246,1869.049180327869,30740,570060,537.1475409836065,8820,163830
PRV56222,No,3.6633663366336635,200.0,12.0,12.0,2175.841584158416,21000,219760,604.8514851485148,4640,61090
PRV56224,No,41.009009009009006,1068.0,11.891891891891891,11.882882882882884,2391.981981981982,23250,265510,727.2072072072073,5650,80720
PRV56225,Yes,91.17887563884156,1068.0,11.89795918367347,12.0,2228.0442176870747,17010,1310090,716.6156462585034,6970,421370
PRV56227,No,41.84615384615385,1068.0,12.0,12.0,1470.3846153846155,6100,38230,435.38461538461536,1920,11320
PRV56228,No,2.7099236641221376,100.0,12.0,11.954198473282442,2008.1679389312976,30740,526140,546.1068702290077,8820,143080
PRV56229,No,0.0,0.0,12.0,12.0,4159.2307692307695,31750,54070,968.4615384615385,6910,12590
PRV56231,Yes,128.8,1068.0,11.822222222222223,11.933333333333334,1728.7777777777778,13110,466770,527.5185185185185,5170,142430
PRV56232,No,0.0,0.0,11.657142857142857,12.0,1853.4285714285713,17010,64870,579.1428571428571,5410,20270
PRV56233,No,1.1224489795918366,60.0,11.877551020408163,12.0,4131.836734693878,31750,404920,926.3265306122449,6910,90780
PRV56234,No,1.1428571428571428,60.0,11.82857142857143,12.0,1922.4285714285713,13740,134570,532.0,3040,37240
PRV56235,No,92.52631578947368,1068.0,11.859649122807017,12.0,2129.1812865497077,27110,364090,565.3801169590644,7300,96680
PRV56236,No,207.94444444444446,1068.0,12.0,12.0,2210.0,11930,79560,688.6111111111111,2850,24790
PRV56237,No,3.0303030303030303,200.0,12.0,12.0,1486.4646464646464,24660,294320,499.64646464646466,6930,98930
PRV56238,No,140.70967741935485,1068.0,12.0,12.0,1963.8709677419354,7640,60880,659.0322580645161,2850,20430
PRV56239,No,2.72,100.0,12.0,12.0,5955.2,30740,744400,1628.88,8820,203610
PRV56241,No,0.9285714285714286,100.0,12.0,11.914285714285715,1984.0714285714287,34820,277770,625.0714285714286,8030,87510
PRV56242,No,9.029411764705882,1068.0,12.0,12.0,3074.5588235294117,22680,418140,829.1176470588235,6970,112760
PRV56243,No,89.90486725663717,1068.0,11.96039603960396,11.930693069306932,2056.2706270627064,24360,1869150,604.059405940594,6680,549090
PRV56245,No,1.7105263157894737,100.0,11.526315789473685,12.0,2175.7894736842104,21330,165360,643.0263157894736,4660,48870
PRV56247,No,86.76923076923077,1068.0,11.076923076923077,12.0,2365.769230769231,10620,61510,393.84615384615387,1330,10240
PRV56248,No,2.4518201284796572,100.0,11.85117773019272,11.965738758029978,2415.1284796573877,24660,2255730,585.5032119914347,6930,546860
PRV56249,Yes,55.671776375112714,1068.0,11.935135135135136,11.977477477477477,2024.4054054054054,31750,2247090,551.9351351351352,6970,612648
PRV56251,No,0.0,0.0,12.0,12.0,3133.6666666666665,15680,94010,1002.3333333333334,3880,30070
PRV56252,No,0.0,0.0,12.0,12.0,1643.888888888889,6820,29590,452.77777777777777,1390,8150
PRV56253,Yes,218.85530546623795,1068.0,11.961414790996784,11.993569131832798,1734.1157556270095,13410,539310,539.3569131832797,4300,167740
PRV56255,No,3.5294117647058822,100.0,11.882352941176471,11.970588235294118,3431.9607843137255,31750,350060,856.1764705882352,6910,87330
PRV56256,No,213.78181818181818,1068.0,11.563636363636364,11.909090909090908,1372.1818181818182,7220,75470,443.8181818181818,2750,24410
PRV56257,Yes,351.0769230769231,1068.0,12.0,12.0,2254.423076923077,30510,117230,814.0384615384615,6850,42330
PRV56258,No,2.4285714285714284,100.0,11.82857142857143,12.0,3387.285714285714,23250,237110,931.8571428571429,6590,65230
PRV56259,Yes,89.3265306122449,1068.0,11.816326530612244,11.938775510204081,2398.9285714285716,21000,470190,680.0510204081633,5190,133290
PRV56260,No,994.3448275862069,1068.0,12.0,11.898305084745763,1247.6271186440679,5670,73610,364.40677966101697,2850,21500
PRV56261,No,7.246376811594203,200.0,11.826086956521738,11.956521739130435,1926.5217391304348,19600,132930,450.72463768115944,5190,31100
PRV56262,No,2.6666666666666665,40.0,12.0,12.0,2120.0,16660,31800,852.6666666666666,6970,12790
PRV56263,No,129.77777777777777,1068.0,12.0,12.0,1420.0,6100,25560,443.3333333333333,1710,7980
PRV56264,No,385.88,1068.0,12.0,12.0,1810.0,14850,92310,491.5686274509804,2940,25070
PRV56265,No,174.04761904761904,1068.0,11.333333333333334,10.952380952380953,1777.6190476190477,10730,223980,678.6507936507936,3510,85510
PRV56266,No,1.3333333333333333,40.0,12.0,12.0,2359.0,18430,70770,547.3333333333334,4940,16420
PRV56267,No,15.0,60.0,12.0,12.0,1290.0,2210,5160,772.5,1750,3090
PRV56268,Yes,60.73987398739874,1068.0,11.94429469901168,11.929919137466307,2208.4725965858042,29070,2458030,595.7825696316262,7810,663106
PRV56269,No,508.47058823529414,1068.0,12.0,12.0,2147.6470588235293,9650,36510,612.3529411764706,1900,10410
PRV56270,No,2.5023969319271333,100.0,11.98849472674976,11.98849472674976,2180.843720038351,22680,2274620,664.6596356663471,6970,693240
PRV56271,No,16.43010752688172,1068.0,12.0,12.0,1650.967741935484,7720,153540,513.8709677419355,2460,47790
PRV56272,No,8.636363636363637,70.0,12.0,12.0,2131.818181818182,4430,46900,627.7272727272727,1720,13810
PRV56274,No,534.0,1068.0,12.0,12.0,1397.5,4430,11180,512.5,1680,4100
PRV56275,No,3.125,100.0,11.7,12.0,2571.5,30740,205720,525.75,8820,42060
PRV56276,No,0.0,0.0,12.0,12.0,1968.5714285714287,8530,13780,604.2857142857143,1950,4230
PRV56277,No,0.0,0.0,12.0,12.0,4451.578947368421,31750,84580,1196.842105263158,6910,22740
PRV56278,No,0.0,0.0,12.0,12.0,3651.1111111111113,15680,98580,1028.148148148148,3880,27760
PRV56279,No,1.8867924528301887,100.0,12.0,12.0,2793.9622641509436,17480,148080,862.0754716981132,5500,45690
PRV56280,No,2.3076923076923075,80.0,12.0,12.0,3964.871794871795,31750,154630,1093.8461538461538,6910,42660
PRV56281,No,3.888888888888889,100.0,12.0,12.0,3898.1481481481483,17480,210500,972.7777777777778,5500,52530
PRV56282,No,0.0,0.0,12.0,12.0,1585.0,3430,6340,320.0,820,1280
PRV56283,No,0.0,0.0,12.0,12.0,7646.666666666667,15170,22940,1713.3333333333333,3840,5140
PRV56284,No,1.6417910447761195,100.0,11.462686567164178,12.0,1951.3432835820895,17480,130740,573.1343283582089,5500,38400
PRV56285,No,1068.0,1068.0,12.0,12.0,1333.076923076923,4790,17330,353.0769230769231,2000,4590
PRV56286,No,1068.0,1068.0,12.0,12.0,60.0,60,60,10.0,10,10
PRV56287,No,2.897196261682243,100.0,12.0,12.0,2164.2056074766356,13110,231570,694.2990654205607,5170,74290
PRV56288,No,1068.0,1068.0,12.0,12.0,755.0,1210,1510,160.0,200,320
PRV56289,No,1068.0,1068.0,12.0,12.0,256.0,820,1280,176.0,420,880
PRV56290,No,0.43478260869565216,10.0,12.0,12.0,3000.0,31750,69000,691.304347826087,6910,15900
PRV56291,No,0.0,0.0,12.0,12.0,3478.6111111111113,19600,125230,651.3888888888889,5190,23450
PRV56293,No,0.0,0.0,12.0,12.0,660.0,1440,1980,193.33333333333334,490,580
PRV56295,No,0.0,0.0,12.0,12.0,590.0,1450,2360,235.0,580,940
PRV56297,No,0.0,0.0,12.0,12.0,1434.642857142857,6120,40170,536.4285714285714,2000,15020
PRV56299,No,0.0,0.0,9.6,11.6,1448.0,5430,7240,576.0,1540,2880
PRV56300,No,12.5,100.0,12.0,12.0,1570.0,5370,12560,733.75,1840,5870
PRV56301,No,0.0,0.0,12.0,12.0,1170.0,1280,3510,320.0,720,960
PRV56302,No,5.0,20.0,12.0,12.0,3270.0,4960,13080,1300.0,2080,5200
PRV56303,No,0.0,0.0,12.0,12.0,2290.0,2960,4580,355.0,370,710
PRV56304,No,6.666666666666667,100.0,12.0,12.0,5655.333333333333,19600,84830,1344.0,5190,20160
PRV56305,No,0.0,0.0,12.0,12.0,795.1724137931035,1390,23060,278.2758620689655,520,8070
PRV56306,No,11.428571428571429,80.0,12.0,12.0,3268.5714285714284,4770,22880,848.5714285714286,1500,5940
PRV56307,No,0.0,0.0,12.0,12.0,1500.0,7140,18000,378.3333333333333,1470,4540
PRV56308,No,0.0,0.0,12.0,12.0,2680.6666666666665,6530,40210,1038.6666666666667,2350,15580
PRV56309,No,0.0,0.0,12.0,12.0,3393.3333333333335,4720,10180,840.0,1150,2520
PRV56310,No,0.0,0.0,12.0,12.0,1470.0,1470,1470,400.0,400,400
PRV56311,No,5.2631578947368425,100.0,10.736842105263158,11.68421052631579,1301.578947368421,4310,24730,352.63157894736844,700,6700
PRV56313,No,0.0,0.0,12.0,12.0,703.3333333333334,1230,2110,416.6666666666667,1230,1250
PRV56314,No,0.0,0.0,12.0,12.0,5062.5,31750,40500,1101.25,6910,8810
PRV56316,No,0.0,0.0,12.0,12.0,4833.333333333333,19600,29000,1808.3333333333333,5190,10850
PRV56317,No,0.0,0.0,12.0,12.0,2255.0,3990,4510,265.0,320,530
PRV56318,No,0.0,0.0,12.0,12.0,2300.0,2300,2300,140.0,140,140
PRV56319,No,0.0,0.0,12.0,12.0,1093.8461538461538,4100,14220,433.84615384615387,910,5640
PRV56321,No,2.857142857142857,20.0,12.0,12.0,5585.714285714285,15170,39100,1377.142857142857,3840,9640
PRV56322,No,5.945945945945946,100.0,12.0,11.675675675675675,1560.8108108108108,10630,57750,695.6756756756756,2770,25740
PRV56324,No,0.0,0.0,12.0,12.0,1390.0,1390,1390,380.0,380,380
PRV56328,No,0.0,0.0,12.0,12.0,1028.6666666666667,3180,15430,532.0,1190,7980
PRV56329,No,1068.0,1068.0,12.0,12.0,1923.5714285714287,16110,26930,514.2857142857143,2060,7200
PRV56330,No,0.0,0.0,12.0,12.0,1739.375,4430,27830,496.25,1210,7940
PRV56331,No,0.0,0.0,12.0,12.0,1410.0,1410,1410,630.0,630,630
PRV56333,No,0.0,0.0,11.428571428571429,12.0,2597.1428571428573,19600,109080,564.7619047619048,5190,23720
PRV56334,No,0.0,0.0,12.0,12.0,972.5,1510,7780,230.0,590,1840
PRV56335,No,1068.0,1068.0,12.0,12.0,1303.3333333333333,11840,23460,351.6666666666667,3400,6330
PRV56336,No,1068.0,1068.0,11.428571428571429,12.0,1117.6190476190477,4830,23470,277.14285714285717,1470,5820
PRV56337,No,15.0,30.0,12.0,12.0,2010.0,3030,4020,865.0,1340,1730
PRV56338,No,1068.0,1068.0,12.0,10.8,693.0,2360,6930,183.0,730,1830
PRV56339,No,1068.0,1068.0,12.0,12.0,6860.0,6860,6860,460.0,460,460
PRV56340,No,1068.0,1068.0,8.0,11.333333333333334,1973.3333333333333,5430,5920,576.6666666666666,1540,1730
PRV56341,No,1068.0,1068.0,12.0,12.0,690.0,690,690,20.0,20,20
PRV56342,No,1068.0,1068.0,12.0,12.0,854.0,2350,4270,354.0,620,1770
PRV56344,No,0.0,0.0,12.0,12.0,1290.909090909091,2830,14200,238.1818181818182,1550,2620
PRV56345,No,3.7412587412587412,200.0,11.916083916083917,11.966783216783217,1941.2587412587413,22740,1110400,580.2622377622378,5840,331910
PRV56346,No,3.3333333333333335,60.0,12.0,12.0,4489.761904761905,20730,188570,1377.857142857143,5840,57870
PRV56347,No,192.98039215686273,1068.0,12.0,11.901960784313726,2666.8627450980393,20730,136010,780.9803921568628,5840,39830
PRV56348,No,3.793103448275862,100.0,12.0,12.0,2562.9310344827586,17320,148650,858.9655172413793,6690,49820
PRV56349,No,526.4745762711865,1068.0,12.0,12.0,1993.9344262295083,19630,121630,654.5901639344262,6160,39930
PRV56350,Yes,442.86624203821657,1068.0,11.848101265822784,11.99367088607595,2578.6708860759495,28780,407430,710.253164556962,5840,112220
PRV56351,No,3.103448275862069,90.0,12.0,12.0,3842.4137931034484,24780,111430,777.2413793103449,5330,22540
PRV56352,No,179.66666666666666,1068.0,12.0,11.5,1165.4166666666667,4770,27970,510.8333333333333,2110,12260
PRV56353,No,3.3333333333333335,100.0,12.0,11.875,1658.2291666666667,7080,159190,427.3958333333333,1610,41030
PRV56354,No,291.27272727272725,1068.0,12.0,12.0,1123.6363636363637,6180,12360,181.8181818181818,450,2000
PRV56355,No,39.93043478260869,1068.0,12.0,11.991304347826087,2420.521739130435,6400,278360,585.8260869565217,2400,67370
PRV56357,No,0.0,0.0,12.0,12.0,908.75,3790,14540,403.75,1420,6460
PRV56358,No,0.0,0.0,12.0,12.0,1070.0,2680,4280,500.0,1300,2000
PRV56360,No,0.6410256410256411,50.0,11.846153846153847,12.0,3044.102564102564,12000,237440,910.1282051282051,3540,70990
PRV56361,Yes,67.42105263157895,1068.0,12.0,12.0,6036.578947368421,33040,688170,1625.0877192982457,6690,185260
PRV56362,No,4.833333333333333,200.0,12.0,11.75,1685.8333333333333,7080,101150,561.5,3910,33690
PRV56363,No,14.736842105263158,100.0,12.0,12.0,4755.789473684211,20730,90360,1492.6315789473683,5840,28360
PRV56364,No,4.050632911392405,100.0,12.0,12.0,4842.405063291139,18830,382550,1711.139240506329,7130,135180
PRV56366,No,0.0,0.0,12.0,12.0,1435.5555555555557,5860,12920,534.4444444444445,1050,4810
PRV56367,No,0.0,0.0,12.0,11.88888888888889,2893.3333333333335,8720,130200,528.6666666666666,1050,23790
PRV56368,No,32.588235294117645,1068.0,12.0,12.0,840.5882352941177,2100,28580,537.3529411764706,1190,18270
PRV56369,No,0.0,0.0,12.0,12.0,380.0,380,380,70.0,70,70
PRV56370,No,0.0,0.0,12.0,12.0,3137.777777777778,3880,28240,672.2222222222222,1410,6050
PRV56373,No,0.0,0.0,12.0,12.0,250.0,250,250,120.0,120,120
PRV56374,No,15.6,100.0,12.0,12.0,3216.4,14960,80410,1364.0,6690,34100
PRV56375,No,7.222222222222222,100.0,12.0,12.0,2944.6296296296296,18830,159010,1156.4814814814815,7130,62450
PRV56376,No,3.5,70.0,12.0,12.0,3455.0,8720,69100,402.0,1100,8040
PRV56377,No,0.0,0.0,12.0,12.0,3220.0,3220,3220,1270.0,1270,1270
PRV56378,No,0.0,0.0,12.0,12.0,1145.483870967742,4320,35510,541.9354838709677,2280,16800
PRV56379,No,1.1320754716981132,60.0,12.0,11.962264150943396,1828.6792452830189,5120,96920,698.3018867924528,2400,37010
PRV56380,No,0.0,0.0,12.0,11.904761904761905,1516.1904761904761,3660,31840,460.0,1420,9660
PRV56381,No,0.0,0.0,12.0,12.0,4720.0,4720,37760,1260.0,1260,10080
PRV56384,No,43.795918367346935,1068.0,12.0,12.0,1409.591836734694,3630,69070,516.1224489795918,1470,25290
PRV56385,No,4.545454545454546,80.0,12.0,12.0,947.2727272727273,3660,20840,281.8181818181818,750,6200
PRV56387,No,0.0,0.0,12.0,12.0,1840.0,1840,1840,1100.0,1100,1100
PRV56388,No,0.0,0.0,12.0,12.0,1687.142857142857,3140,11810,537.1428571428571,830,3760
PRV56389,No,13.333333333333334,100.0,12.0,12.0,1237.3333333333333,3140,18560,368.6666666666667,1140,5530
PRV56390,No,443.2,1068.0,12.0,12.0,6424.0,20730,32120,1504.0,5840,7520
